ulan_id,profession_type,count
http://vocab.getty.edu/aat/300266108,schools (institutions),149
http://vocab.getty.edu/aat/300025788,scientists,30
http://vocab.getty.edu/aat/300025580,scribes (people),209
http://vocab.getty.edu/aat/300025181,sculptors,1172
http://vocab.getty.edu/aat/300312297,sculpture studios (organizations),2
http://vocab.getty.edu/aat/300025415,sealmakers,1
http://vocab.getty.edu/aat/300137147,secretaries (clerical workers),4
http://vocab.getty.edu/aat/300025874,servants,8
http://vocab.getty.edu/aat/300025361,sewers (textile workers),1
http://vocab.getty.edu/aat/300258669,shahs,1
http://vocab.getty.edu/aat/300025424,shipbuilders,1
http://vocab.getty.edu/aat/300395652,shoguns,1
http://vocab.getty.edu/aat/300386330,sign painters,1
http://vocab.getty.edu/aat/300386190,silhouette artists,1
http://vocab.getty.edu/aat/300025323,silversmiths,218
http://vocab.getty.edu/aat/300025684,singers,16
http://vocab.getty.edu/aat/300189844,sitters,96
http://vocab.getty.edu/aat/300171580,social scientists,4
http://vocab.getty.edu/aat/300122943,social workers,3
http://vocab.getty.edu/aat/300343834,socialites,10
http://vocab.getty.edu/aat/300026009,societies,178
http://vocab.getty.edu/aat/300025600,sociologists,22
http://vocab.getty.edu/aat/300185678,soldiers,18
http://vocab.getty.edu/aat/300311990,special collections,1
http://vocab.getty.edu/aat/300188572,sponsors,3
http://vocab.getty.edu/aat/300237612,sportsmen,1
http://vocab.getty.edu/aat/300154337,spouses,20
http://vocab.getty.edu/aat/300395667,stadtholders,2
http://vocab.getty.edu/aat/300386222,stained glass artists,25
http://vocab.getty.edu/aat/300386355,stair builders,1
http://vocab.getty.edu/aat/300025484,statesmen,50
http://vocab.getty.edu/aat/300236284,stewards,1
http://vocab.getty.edu/aat/300025216,stockbrokers,2
http://vocab.getty.edu/aat/300386356,stone carvers,4
http://vocab.getty.edu/aat/300025039,stonecutters,7
http://vocab.getty.edu/aat/300025045,stonemasons,22
http://vocab.getty.edu/aat/300025076,structural engineers,41
http://vocab.getty.edu/aat/300264531,stuccoists,5
http://vocab.getty.edu/aat/300025909,students,16
http://vocab.getty.edu/aat/300157460,studios (organizations),32
http://vocab.getty.edu/aat/300025364,stylists,1
http://vocab.getty.edu/aat/300025056,subcontractors,1
http://vocab.getty.edu/aat/300264266,sultans,5
http://vocab.getty.edu/aat/300386345,sundial makers,3
http://vocab.getty.edu/aat/300025810,surgeons,4
http://vocab.getty.edu/aat/300025100,surveyors,55
http://vocab.getty.edu/aat/300025342,swordsmiths,1
http://vocab.getty.edu/aat/300025365,tailors,4
http://vocab.getty.edu/aat/300265035,tapestry dealers,2
http://vocab.getty.edu/aat/300386342,tapestry manufactories,6
http://vocab.getty.edu/aat/300025366,tapestry weavers,4
http://vocab.getty.edu/aat/300343833,tea masters,3
http://vocab.getty.edu/aat/300025529,teachers,8
http://vocab.getty.edu/aat/300025823,technicians,3
http://vocab.getty.edu/aat/300395657,tetrarchs,1
http://vocab.getty.edu/aat/300386333,textile artists,9
http://vocab.getty.edu/aat/300386335,textile designers,56
http://vocab.getty.edu/aat/300266039,theater companies,4
http://vocab.getty.edu/aat/300025784,theologians,19
http://vocab.getty.edu/aat/300154308,theorists,40
http://vocab.getty.edu/aat/300025841,thieves,1
http://vocab.getty.edu/aat/300386284,tile makers,20
http://vocab.getty.edu/aat/300025324,tinsmiths,3
http://vocab.getty.edu/aat/300236204,topographers,2
http://vocab.getty.edu/aat/300237761,toymakers,4
http://vocab.getty.edu/aat/300386656,transit systems (administrative),1
http://vocab.getty.edu/aat/300025601,translators,5
http://vocab.getty.edu/aat/300102799,transportation engineers,2
http://vocab.getty.edu/aat/300025879,travelers,6
http://vocab.getty.edu/aat/300025745,typographers,9
http://vocab.getty.edu/aat/300236616,tyrants,2
http://vocab.getty.edu/aat/300379012,undetermined (information indicator),11
http://vocab.getty.edu/aat/300386154,unidentified,2217
http://vocab.getty.edu/aat/300312240,universities (institutions),198
http://vocab.getty.edu/aat/300025407,upholsterers,14
http://vocab.getty.edu/aat/300025091,urban planners,531
http://vocab.getty.edu/aat/300386351,urban planning firms,15
http://vocab.getty.edu/aat/300263263,vase painters,27
http://vocab.getty.edu/aat/300253827,video artists,15
http://vocab.getty.edu/aat/300136471,vintners,1
http://vocab.getty.edu/aat/300025413,violin makers,3
http://vocab.getty.edu/aat/300025398,watchmakers,2
http://vocab.getty.edu/aat/300025157,watercolorists,2
http://vocab.getty.edu/aat/300386329,weapons makers,3
http://vocab.getty.edu/aat/300025367,weavers,25
http://vocab.getty.edu/aat/300025197,window dressers,2
http://vocab.getty.edu/aat/300025943,women (female humans),20
http://vocab.getty.edu/aat/300025167,wood engravers,3
http://vocab.getty.edu/aat/300025382,woodcarvers (woodworkers),10
http://vocab.getty.edu/aat/300025178,woodcutters (printmakers),1
http://vocab.getty.edu/aat/300025368,woodworkers,20
http://vocab.getty.edu/aat/300025886,workers,4
http://vocab.getty.edu/aat/300026026,workshops (organizations),15
http://vocab.getty.edu/aat/300386629,writers (clerical workers),3
http://vocab.getty.edu/aat/300025792,zoologists,4
